"nums","errors"
50,0.0414331381735187
52,0.038532023945139
54,0.0368893613161772
56,0.0630320137866163
58,0.0558703944898204
60,0.0545483027216223
62,0.0545931214604183
64,0.054259125117007
66,0.0546648466960955
68,0.0523266583824268
70,0.0525794768144336
72,0.0527515751869071
74,0.037138433770934
76,0.0363611892380001
78,0.03622238181505
80,0.0359469127996665
82,0.0513321334193465
84,0.0355322425050492
86,0.0349376210847197
88,0.0347512701321053
90,0.0342636693819284
92,0.0340518805839194
94,0.0336836365199224
96,0.0336348608652742
98,0.0334798077749665
100,0.0329813727429911
102,0.0329760474046535
104,0.0326842139226874
106,0.0367188005440857
108,0.0367144182312894
110,0.0365467213025433
112,0.0310276030850261
114,0.0308827477367958
116,0.0307872370540953
118,0.0307928526079077
120,0.0306284305212846
122,0.0305368865861104
124,0.0305622527282993
126,0.0303139982490919
128,0.0295101730662939
130,0.0291065789472703
132,0.0290660064665132
134,0.030656338796456
136,0.0303208099921481
138,0.0299070773546466
140,0.0295677111332482
142,0.0292057534307622
144,0.029005373572378
146,0.0288843228720428
148,0.0287920716185718
150,0.0284360869540562
152,0.0304214119978313
154,0.0301955664200619
156,0.0296833696166235
158,0.0285881466139598
160,0.0281409676391454
162,0.0278464832858186
164,0.0276569059236907
166,0.0287427845424692
168,0.0274297266890407
170,0.0274182910782575
172,0.0271734690517792
174,0.0269094497770382
176,0.0266790517700506
178,0.0265217469685728
180,0.0278773778950239
182,0.0279186530747917
184,0.0275383902536303
186,0.027289538624161
188,0.0261750379972843
190,0.0269814469767376
192,0.0257514723141834
194,0.0254047600806021
196,0.026346587515538
198,0.0252328642521769
200,0.0251728516908539
202,0.025927091434656
204,0.025760719085079
206,0.0250820954874359
208,0.0250779079678945
210,0.0251805013552407
212,0.0247381447382824
214,0.0250074236543495
216,0.024864459666555
218,0.0245925746989272
220,0.0243715937158766
222,0.0243123577213152
224,0.0241329169496792
226,0.0238623367247102
228,0.0240036388971022
230,0.023959217574253
